,Profile_id,M
57988,JRLCLMUMFTE6MLG,5
57989,FLPMO1N707A18KR,6
57990,Z8PBQF7L7KWL371,7
57991,2ELEDL0EMWAZ6GY,6
57992,YZK79Y10LA3XFL5,n.a.
57993,6T9QJ7UNADBQ044,n.a.
57994,TPMDBB36IP6AA95,n.a.
57995,V5OX5MSWYY1ISZ2,4
57996,Q0LE5MNT66061I2,5
57997,LY89Y907MKW4148,n.a.
57998,J47EWG1EI23RGX9,4
57999,OO5U20X6HCN1NUP,6
58000,2KXPN4T0F655H0Q,n.a.
58001,NU5FZUKCKFGG4H2,4
58002,KY5BWYNFA577ZAQ,4
58003,3U30WMPDUPHG83L,n.a.
58004,5IFMKUUAQ0XFOPB,4
58005,1W066AQ29V4VFTA,5
58006,U8MLSA9WMPGIT2W,n.a.
58007,PR0CDRLUNT8UNLH,6
58008,TPR7CU39XZ4M5RE,n.a.
58009,M0LUJT1G8JKKNLL,n.a.
58010,OZQKSUPM2F9CZ2I,7
58011,I8GWFJM7JA6PKH0,4
58012,XK2QEP0WFVFAAFT,6
58013,AK68VKDYX4V48QB,7
58014,PTKT0UNFECAT0O3,4
58015,4W2O189WDP1KMKK,4
58016,OKE9961CASG02IL,7
58017,C7YQF77MHVIQMFP,7
58018,XS2AL68IYXDQMPC,4
58019,6ZK9QCW1NUHH68K,n.a.
58020,44J50MM2CCQ5Q2O,4
58021,U7Q8TLHV0TJDQ9W,6
58022,7T9NO3TCDB5R6F5,4
58023,38LC8L3LXQYN716,7
58024,BDVO4YLN86PZWEY,n.a.
58025,FE0CYUTL5DWGDUY,5
58026,K3Q7F6UCZYXTICC,n.a.
58027,BS0I54RIWP52ETV,5
58028,L00XOAZ2KW6ZLBA,4
58029,NZ2HHBZKEAW9RM6,6
58030,1WKA82KNAB725FY,4
58031,P0RJ803B22R6RRT,n.a.
58032,CN6D2XZMP0VFKDE,n.a.
58033,IWBCO81RKRNFLS2,5
58034,1UT0LXE1GLWQ4X5,7
58035,4UH85C0JQ2CK7PY,5
58036,W06S8DVFX3RY66I,n.a.
58037,AUW0VD7G25FATPK,n.a.
58038,MMQCJAW75SY4PHI,6
58039,LDN7KW7BJ5VV45L,6
58040,7TDQQLUNBLR8VVR,7
58041,YAEKB0B2KQ2WEAV,7
58042,MKDDTK9EPNEXE5O,n.a.
58043,IS97VDPRFGV6U1H,4
58044,OE91SOL9JH6UCPZ,5
58045,I5W8OZMPAG9QWT0,5
58046,SO0XUHE7D1GTI5Q,n.a.
58047,7ENHC5VHLUIEUI6,n.a.
58048,S8A00ELTHGIM9XK,n.a.
58049,YUWDICMMR8JZ3X6,4
58050,YKCFWCI9BPZI8WY,5
58051,J25LB671UTVD36U,4
58052,QXZ9BOAFKLT23UM,4
58053,4KX2EEFHBUWE08C,5
58054,EAX81XB0PI5P3RH,n.a.
58055,AQUZDWJXDERX2VL,n.a.
58056,EYZ4CGIDRY41YJ2,n.a.
58057,5942DZVA8Y8TBQV,7
58058,3214ULT6B8MR6I3,7
58059,ZXA8KOFQBR6Q4RC,7
58060,MGXEP9LN78I4891,n.a.
58061,PIW2D9M17L6SX6V,n.a.
58062,E21TUD3ZPTACMBQ,n.a.
58063,MA03V63H7WTNCL9,n.a.
58064,TMQQH38536YRFLE,n.a.
58065,2Y4NE7UKC61MZW4,n.a.
58066,N2ZQGW2QNNU62XI,5
58067,A96JXG5UY66QPKX,5
58068,4WFRA9CH5QJ5ZIA,4
58069,SKQ8P187LRA0B5Q,6
58070,9KK5QKG6DUACTY7,6
58071,GEG12KQAQ7UBS0F,5
58072,CBJ9NUFD35DGSGN,7
58073,Q7D2U9AT1Z2G3VT,n.a.
58074,8G3QNAO7T50JBZF,6
58075,JG4TU1U743VCEUJ,5
58076,XGEFU83H2R779W9,5
58077,UT1OJ7INOCX744K,n.a.
58078,W43IAWGUCSRGZTS,5
58079,44LTUHCF3HYCNY4,n.a.
58080,PZYQXZXFLHIGHJH,4
58081,226QKY90HMZEA3G,n.a.
58082,5AV5GAQ918QJFYL,7
58083,IJ431I7ICXSS3GG,7
58084,ZD7FTNC4QWF9BTD,5
58085,KY51WVVE1C377X1,4
58086,DEXZAUGUXGEG4LS,4
58087,JKQS9XBQ9V08ONQ,7
58088,NMAIZFZ7MO4862A,7
58089,UQFP7GH93B9WG0N,4
58090,ULA633J86O2OASW,6
58091,8B68WYWAWWC6BVW,n.a.
58092,O3D3IP1Z919C5XJ,6
58093,376TUEXXED4RA8W,5
58094,YON9MM9WJ994QK5,n.a.
58095,R2MFLJ5TEA2ZNC0,5
58096,1DBZ7T05LZH8YOH,n.a.
58097,CWF7H4WG9ZFYZAJ,6
58098,6WNG0CFUW238QXV,n.a.
58099,JKVXW56F02AEA58,n.a.
58100,1FJKC9U2G68FCUO,7
58101,M67OGKCQN9GZOZ7,5
58102,HA7SDPZTYTWZDIB,4
58103,6G1VN8X3NTVX3FB,n.a.
58104,6ANU9B4XQS8GW2E,n.a.
58105,MS6WD7H550K6LG6,n.a.
58106,ZKYJK3XOR68X287,7
58107,2JKA5UCXP47J8ZX,4
58108,OKMCS18KDNRKG6X,5
58109,HPRRU75S5JE84W7,n.a.
58110,QX1IJ6N3NJ8Q909,5
58111,JQYWL02BPEEYKB5,6
58112,IY71YG86L0ONCHG,7
58113,5VFUWXCYY9TR9JR,5
58114,QBFTDBX8HXKT78T,n.a.
58115,L1NBT4NU3C6UBNR,6
58116,F0EE2FQWEX89UDK,n.a.
58117,48P7DXGZRNW253R,5
58118,R5GEBIS8ART2PPM,6
58119,228RTC9JE0CL8LZ,5
58120,WK3AE2I5EEZWIXB,5
58121,1UKCQ3IJFH9WPIZ,6
58122,F198IRH92FZ4MXK,n.a.
58123,BYWWKD0CNEAGK1U,6
58124,42DBXY59XHDOF5T,6
58125,5KQA16P721HQ13E,n.a.
58126,VOETKUSZ2DVSE0F,5
58127,SBGXLTPO0X36WLC,n.a.
58128,FUIWDQ9LCLS77DI,4
58129,PL49NYN0ATQ5OL4,n.a.
58130,DTHGI9PEIPTPVRC,7
58131,3JQP4J0RAUTVYUQ,4
58132,LBJ7JE87Z23UPZY,n.a.
58133,H5SJAS8J02BV8HU,7
58134,EOZZ5EMOPKN9R3Z,5
58135,HFG535HGQGV3BJ2,5
58136,I4HGOO4LS7H76XD,n.a.
58137,E9Z5UJGGKKKAAPP,7
58138,P5GMEZFQWAWJALQ,6
58139,852UG7NUAI4EMCF,5
58140,WYCAIUW507F6KCY,5
58141,XKT3HHPE4FWKJBL,5
58142,DD0MMO4WT14I2JS,n.a.
58143,NZ6P7L9MNES4JHZ,4
58144,ZM5ZMFPKBSTR2WG,6
58145,6AUK5DZ6NL5FHGH,6
58146,P10KBBAWQ3O2N3Y,6
58147,LZGJZTUKAK8ATVB,6
58148,TE8NYALTV6PXMA4,n.a.
58149,X77TKDG5V4180X2,n.a.
58150,1CC3K6828IDYM1X,6
58151,BHBKIMA0NYK5A9L,5
58152,T1B8XWG6KJMGDQ2,7
58153,41G655Y7ZNHV21D,n.a.
58154,9QOI9JH10JBV2N7,n.a.
58155,3H9UDJ3EE88DXCC,6
58156,R5B7Q7KY6EWOT5H,5
58157,HC2JZ8P37ES9QDG,n.a.
58158,BPASQ20MEVRWL7L,6
58159,SDSJA0SZD5WBTPG,5
58160,B7NOWTGOWO27T63,5
58161,E2QQUDXAM4LT5WK,7
58162,Y17ETLVPCK2KHIX,n.a.
58163,2QYXMLJCZAVW2NP,n.a.
58164,HRNA3TA39602TM8,n.a.
58165,OCBV33R53XTMS7O,n.a.
58166,XN871IF5MHT6KJQ,4
58167,AL7EOTJTOR59EAQ,5
58168,1UB2A9A15TSZ70G,7
58169,H3WK5JEOZHGFK8Z,n.a.
58170,GPDVNNJNGJOSAPT,7
58171,F8ER50ZDTIJGOHO,4
58172,799O0432G7UXBIX,5
58173,QCYRPXUB8DNCXT2,n.a.
58174,4DR3AV2ZMTN92XE,n.a.
58175,GKHRTG29E1ZP6HW,5
58176,6XOA3OUTBXO4CCA,n.a.
58177,Q5L0W6H1Q0JTX3I,n.a.
58178,9K1OS22WZN2XRV0,7
58179,7EQT7NPEKKA6AM9,n.a.
58180,DHDCMIIGJ59B88N,4
58181,DCVC7B6LLD4612Q,5
58182,U37SM4WJ1MMDU9R,n.a.
58183,934CXRZJ7W2PNEB,n.a.
58184,B2YSCMBQ9NA2B9R,4
58185,ZF8X1P2UU68UOCL,5
58186,2DX4BQFKAY46Y24,5
58187,5VWQT2UEL326MM0,n.a.
58188,DRHXNXC41SOJ53I,6
58189,1CUHA2ICWMO2IXU,6
58190,AQ0VQIA2WF6N7RH,4
58191,M605F94UNPQKGLI,5
58192,1PLHZ6YU9MDJ40T,n.a.
58193,K158SALRALDSLJ8,5
58194,IECCMZ79AGF0I4C,n.a.
58195,HM1YM55QS46BU0N,6
58196,SUBPGEC81YJAQDR,6
58197,YHQ1URK5ATBPN56,n.a.
58198,5WDRRF0EJXWNCF6,7
58199,4A6B3WMNDM0WH6X,n.a.
58200,NH0BZIU1WF2BA2B,4
58201,HG3BYQ976CMHP9B,7
58202,68Y7845FPAVOXRW,5
58203,COZ585PBJMKU1VG,n.a.
58204,DLFJ9YF9U3YTIN1,n.a.
58205,1XDFCAMB88KG54L,5
58206,6PEAMAZ98866ZRP,5
58207,0KH8AM5ELOV0BNJ,n.a.
58208,19VMZKQ416BT5BE,6
58209,UDI1ZN8QT1KVCRU,5
58210,RUUCP1UF319FDD6,7
58211,TTW3706PBROV4GO,5
58212,H0FD6X8QMP9F8BE,4
58213,Y0RATFN1WS2XAYI,n.a.
58214,5NCGETC6VZ1XGKI,n.a.
58215,4KCZDVL4JFP82VX,6
58216,82EQ5VK1MLL3GQ7,6
58217,8AH4F3XFQFHVHW9,n.a.
58218,179X4NCQUKIY8QZ,n.a.
58219,R9DQPXFM8JUO25J,n.a.
58220,RZ933CJZG4VCAA8,n.a.
58221,2CBIP1VJLKOY5KX,5
58222,VJJEUSNHFLD9Q4J,n.a.
58223,AWCEVLVAKX6HCPR,n.a.
58224,BF8WMXL63WPNGLL,n.a.
58225,QTJH74MRULCALW8,n.a.
58226,QU0RQ7V053HQ26W,n.a.
58227,FHDB6VGP9Z8MESS,4
58228,0RXJDJ9GKXV9690,n.a.
58229,6E92PTZKQQC9MFN,n.a.
58230,8WTZOQFAJKEJJPY,6
58231,MWWKYLYIXGR4A24,7
58232,G66431T2WOQT7BF,n.a.
58233,VHBP8W3P99UPSCE,7
58234,LAMXVW62QVZ9ZJ3,4
58235,6FTFU60AA3OPQF6,n.a.
58236,04C4QD0YCDJDAQW,n.a.
58237,644HD4QVNLSWN3Y,4
58238,J3CJNHXQH0Z31QV,n.a.
58239,27764MUVVEHXAMY,n.a.
58240,PQI72WUMNCXYRCD,n.a.
58241,87MEXL29WLNM91V,7
58242,UUEHBO3UTS3HN8G,n.a.
58243,NV4H82GFXNL4FT9,n.a.
58244,SSI2KHIGNBWC581,5
58245,IN2KYFRVCM0LKVX,n.a.
58246,G1FFQ2647TKF21Z,4
58247,596OUKS4OQ571CO,n.a.
58248,HAKN23MDKQSIQCR,5
58249,ORYJ9Q7JU88ICJH,7
58250,FEZPIJ0FQHD5VN9,n.a.
58251,GTAEKR535B7VA19,7
58252,V6ZHQ28W6ZAPTN7,7
58253,FTTNAYXEMVT2IQJ,5
58254,FAF3ZAQV1VFW79A,6
58255,153MML834XQ5NFH,4
58256,YG5LD2G3E8RG3Y3,5
58257,5KP9GG7TLC1LK8Y,n.a.
58258,6162ANAMX4XGBLH,4
58259,4E38ZURJWU5AP7Q,5
58260,L2HRTLEJC5D5KBB,5
58261,0SHYJX2BIM0NH50,7
58262,CF8VC4JD066ZPEN,5
58263,1Q7KDSCHW95BSBW,5
58264,QMG83O4M6T2C1K2,7
58265,V2QR4C5XEZB7KQA,4
58266,H1C072UBGHJCCB2,4
58267,KXBZFISL26K9KQ5,6
58268,7REER2KUV8OS5QD,4
58269,LHM9DM7NTX6A94U,n.a.
58270,1MZMOQ27WAKM8NB,5
58271,EJABDT0TGKMN0MI,n.a.
58272,7RC37MH1E8BBR5Y,n.a.
58273,QUV1696FKZ5VQ92,n.a.
58274,NVC53YYKJBVXFBF,n.a.
58275,TS1LJ7KKYKDVI1Y,5
58276,CEUJ031JCVSPINT,4
58277,QIMUIP1K3IF3QEA,6
58278,HPNULV3TDEOTS2L,4
58279,460PQVZZHHZDIXV,6
58280,4MQMK1CG9VTV3VV,5
58281,6TQBIPPJTY2Y744,n.a.
58282,5CWY509Z4Y4PLN0,7
58283,K7IAEDLXKGC41AM,5
58284,SVQCYVQPUFGZUXQ,5
58285,SUH9EYR7IJBD5M2,n.a.
58286,93ND5DRVWMANGT1,n.a.
58287,F9S6L89X2WOZ9NE,n.a.
58288,9VVTNWD2CKO7A9Q,4
58289,O3CQBP2LHV4ABKP,4
58290,H978V9V1HCCCSYL,6
58291,JJMA5E5XKDSBZ1C,7
58292,PN1QCC8WFRPY9MC,5
58293,5OBS8N5FZYVZXUN,4
58294,6CUZFJRTWIWY9R9,5
58295,OSYAYYH2D1JX0Y2,7
58296,Y6R7XLUDBMCRHP3,4
58297,JSRP3BCK9F7TPW6,7
58298,C24FHMCA12NF7F8,n.a.
58299,Z82GEWEFFD17M85,4
58300,5IO5I4Y0R9FJWEQ,4
58301,BO9K7YKB54J1PC5,n.a.
58302,PP8KIPMPYSWNDQK,6
58303,5TPVNEVWCU21P69,7
58304,TNUN5WEM2ZAI8Q0,5
58305,VWPCD171763FH2S,n.a.
58306,JQ1U7W8QU0ZC6XY,n.a.
58307,TW2NXW9S2APTWRG,5
58308,PSJLV365HPCZOLF,6
58309,JZ6FAHVNZKMB9KD,5
58310,R00NY56UEBQUKBT,5
58311,QDJPMDGGHASNU7S,7
58312,GJTH5UNJZNMZYLW,5
58313,SSDFMO3HQROJ9H8,6
58314,U4E13WDTKDLVCNH,n.a.
58315,4ZE6C5CYM1YL8K9,5
58316,RP624GX6ANCEFQJ,n.a.
58317,Q4BQUWKKBFYXUW7,4
58318,5ZBHZ6BROD6I94J,5
58319,MZVT81H4RN8ECVM,n.a.
58320,TE1T82L2PQ5Z6V2,n.a.
58321,A226IN3EREY4V8Q,n.a.
58322,G0DJFUT7PTK2EZB,4
58323,1UBMO452NMYBSQB,n.a.
58324,RWLWVL39H5BV4NN,7
58325,H41Q33LBV066WTX,7
58326,0PYF7F1VKY07M33,n.a.
58327,VY0DHMAF1N4NNPG,6
58328,4SKK8ITO10MNVJ7,n.a.
58329,3PSV23EYBONN633,5
58330,LF58ENTBDYTDR4W,n.a.
58331,L9NQGLVUHQ340D6,n.a.
58332,1KMU6C2QQ91G51F,5
58333,UC8ONDG9XBVL0PD,n.a.
58334,RG6VQ098C02PSOO,5
58335,M79AW749VLU290D,7
58336,P5PGE1SEXORABA1,n.a.
58337,HA0DD3FB0XBXITS,5
58338,6ZVPUNDXY5K6GUJ,7
58339,UQEIB6G9OIXVCBW,4
58340,CTASZS9DL9BZIHJ,7
58341,7AFUQDY7VP2QK8P,5
58342,TK2Z41PMA8QQFGL,n.a.
58343,ONXPLLYJ7G0KE2N,5
58344,SQYEUK8YOXXP723,6
58345,AFO9F449ADJCSHF,4
58346,YU30CUC3WK6MUMD,n.a.
58347,7K74CCSQMMHG3BQ,n.a.
58348,GRR71F8SZ1NJXLT,n.a.
58349,NMNKKZVHX5PWHA1,6
58350,TIBCAVCIYHH72UI,7
58351,J2HNLVY8H6PV7U8,n.a.
58352,0F06LDDJO8BAD19,5
58353,8LR50HYD65KDJF3,4
58354,AF3T2W8CU6XYXR2,5
58355,XU73BC5Z63O5OJM,4
58356,P9WDP0QHZ9N1NTT,5
58357,56B7JFD4VB7176R,n.a.
58358,37Z4Q482M7T6IX5,7
58359,AMFX91VVJMKJYA4,n.a.
58360,LQSFPD32HJOR3NU,n.a.
58361,V2PFZUQ77MXYLWW,4
58362,SP5BTQ9G1HBUEWD,7
58363,55C1BDUYM89OV5A,4
58364,PQOMWEOUSBGZRPT,6
58365,T6Y7DSERK4AUPA4,6
58366,AJUX6B8KP51H0U8,4
58367,NM02F6UNPB97UEM,7
58368,AYZWWN51QBKE5WA,5
58369,3A4Z5204KLDS3U4,n.a.
58370,BCMT8VF113BD2RN,6
58371,XHXW92ABQWDNUZI,6
58372,E9FSD37OZC898AZ,n.a.
58373,JND2NZ0CNH9C4Z4,4
58374,FJQT1BL4BRVJJZ4,4
58375,PK2C74DKE5LYL4W,n.a.
58376,PD4NT08EPXNVXTY,n.a.
58377,2JX5YGAHK2HBBKR,5
58378,09EHLAWXBXQ9KDT,6
58379,FEVIHQFSH3IR0QR,6
58380,HMQJTHDDCM5FY3G,n.a.
58381,JWW0GYSDB6K7HOU,n.a.
58382,UOSHYSR7GBA3H24,n.a.
58383,309GT6JZEDA8E05,n.a.
58384,35EBX0W0B7YQVLC,7
58385,9QXTDVR19XS2PEM,n.a.
58386,1WJPNBIVWANE5G3,6
58387,J1DNNX1O1C9HF70,6
58388,5EBNV1F3GZ3OYJC,5
58389,RDWLUH47YEC3I8E,7
58390,1UXOAASB0P7Y5RR,n.a.
58391,Y51YYU6PDA76NJV,5
58392,FRCYTVBKCT17FT2,n.a.
58393,NFKY5RYMHGWBA6Q,n.a.
58394,72560VGSIOOQJ4D,6
58395,HDBATY67X5EYAJU,7
58396,KAFISTYBL1QCVTO,n.a.
58397,CNN2XHD39S6TX1I,n.a.
58398,3RPC32SL8DQPW0C,7
58399,6W3CJWZ2JFM1K0D,n.a.
58400,W5EQUYXH32YMP2P,n.a.
58401,81B4RH3BJQ2ZTTQ,5
58402,TQO3NEN271WAKVZ,n.a.
58403,JHQFBOGN3HE9GQ1,7
58404,I2MUT50Q82P2QYZ,5
58405,3OS8F96KA98TE59,n.a.
58406,CPJ31VDM5KM8V5G,6
58407,IIPEA42AUP80AV2,7
58408,XR8UL2D47HTGHVD,n.a.
58409,82YG84Z2M51E44Y,7
58410,58WO5M59HJGT8KA,5
58411,L5C29BAAHWEVJKC,7
58412,7AHD0GUC2YWWLWY,7
58413,CQR0LXLK8FGYYDZ,7
58414,TVE7ZLJU3HR6LE6,n.a.
58415,0D165A3TII14YCF,n.a.
58416,XU0CFYC441ZC8VQ,5
58417,VN0PX2U0G0M2VG8,n.a.
58418,7Y28HO4MEJSAJSP,6
58419,4ALB2UXWLMAC7AM,6
58420,X2N3QZ8178UMPHZ,5
58421,XQ17XV0XGCBAFH6,n.a.
58422,DGO3XZ31QJZFX7Q,n.a.
58423,CCNLVIQI0JYCBWO,7
58424,T2H89H9P9PRIYW1,7
58425,AEI9FVWUL9XRLNO,6
58426,D8FE3D22BXRDTQT,7
58427,5AOAVHQ61TF29OU,6
58428,TXL8W7JRNIPOKIY,6
58429,TGWED25C4X8BYVE,n.a.
58430,S8AC9KTGH922LWT,n.a.
58431,OAISXQ6Q2OP6KG9,7
58432,2VPM4CPVE2UMYVL,6
58433,QN4QXSVK0XAX1C6,4
58434,2LFSDY396XWBMBE,7
58435,XF29AKLVQ82QCM3,7
58436,URKOSMLFBUJ23LH,5
58437,BXSEFB01U0L0Z2M,5
58438,UA8MHGEQ38L1U9Z,7
58439,P40FM3CPJ5P6FHX,4
58440,DI1LO3XJZOVC5DY,n.a.
58441,IYHJUYKGI7CGT2Q,n.a.
58442,H5H1DWG1KVZDOTM,6
58443,BQJSN0P3ITK87B6,6
58444,8QIERYIQ8DJ1H5A,5
58445,GS8ZWAV0LKY4V8E,4
58446,LXPUQUVPCJKDGZ2,4
58447,6ZQTC1GUZDYR0VW,7
58448,GHKN4LE9S1FQ1XA,6
58449,P7V8SQDQ523MKAI,5
58450,6G9LOUIEGU97C3I,n.a.
58451,6KU7VT4GDVUQNLG,n.a.
58452,TDASXWNGS093B2T,n.a.
58453,JSVQ8ZPIGW5INS8,6
58454,5RWHAVX1SEG1POB,4
58455,XMZNK5AUWD6FXMX,n.a.
58456,JUUF1AH0V20MLK4,6
58457,0MTKYQZ15FU0406,n.a.
58458,28GYFIND5IQZ6DM,5
58459,BLIX6IDJS3FIJMR,n.a.
58460,81JMIFWDMW8DS3X,7
58461,1JYZC5H03MC9LT2,n.a.
58462,NM76SH0JUUPO5JG,4
58463,096IVEKXMVV8FSZ,7
58464,PM1CVQUBIEMJPN9,6
58465,HOC8NO01PJMYTYL,7
58466,2397RX1F972DB7Y,7
58467,0NM5XREL2XEMRQK,n.a.
58468,57419D0VPM8FGTO,7
58469,8TRYEJZ6DDTN1ND,7
58470,DYW2MMVTFTM6IDK,6
58471,IL7D6JM4QPD43TB,n.a.
58472,YSKEA2H44VKV943,6
58473,K9ZTB68DT4NTXXW,6
58474,ESBB304NTYFNQM0,6
58475,5G0FE8W42343UIF,7
58476,7ZJVLUTVMG4KZQT,5
58477,ZHDMVGDUI74889B,n.a.
58478,99MYZO6PCCKMKOB,5
58479,U5E6G3ZKV4UZQ1Q,5
58480,ONP7UGH509NXJHA,5
58481,JB233OWV0ZNY0EP,5
58482,NP5UMZWRN94LX74,4
58483,MO8WNZHVBW6ED62,5
58484,NGGZ7WZ33IYQU63,6
58485,4KV4ZU3F4JDZUND,n.a.
58486,JN7C73T0E0PO4KH,n.a.
58487,V80BV7Y50PX6KRQ,5
58488,C3X4TRKU9FMYP01,6
58489,1NRUQCRMAHLQD8F,n.a.
58490,KGNSJOC4FQ9ZJ0T,n.a.
58491,VAPZF0DWRCX8TT4,7
58492,SYBZ4LVLILL1IN1,n.a.
58493,X8FXKGLPIJ8DMGL,5
58494,85ZOLLJ4XA3ICWG,7
58495,6V1ZJ049LRRI8DM,7
58496,ORF6GGAH61TT9ER,7
58497,62XT9F2WI96HS3W,5
58498,ZBHME8FCKZQ0NGV,4
58499,FO4CK233NY3S2AW,6
58500,MFXEKU89X7H06K3,6
58501,CF3FQZC9VQX1TB4,6
58502,87O2PX9T7JUNZXJ,4
58503,PNP1DYBBMEXVE57,n.a.
58504,DTWXE54BZ1HCR5L,7
58505,ERCI4QAN4HF074B,4
58506,M1DHU36QCJ3WCTN,5
58507,LOYZGEXQ62FGKEV,6
58508,KJRJK4Q6CUEKNOJ,7
58509,IJZ52CXBTYCMQAK,4
58510,NBUGE6174WTEOG7,7
58511,8GPNDKBRAH4LWL5,5
58512,LSSHV7ADOQF0EVO,5
58513,0AFGUTCDS024898,4
58514,CIEWO746NHPISLI,n.a.
58515,44P112IAIUCE5GR,5
58516,U6NWBTC0QB3SR80,4
58517,IMP379GA3BNUF7E,7
58518,2A5ME2PXG3C04JT,n.a.
58519,5JCQCEUNQSSNBAN,4
58520,TD1HYGOGO5YDS2S,5
58521,JKC9C1ZH0D58JV5,7
58522,9KOM4BCFQAJJ6FO,5
58523,2ATH86M4T7QNR3F,n.a.
58524,9VY7F0M745G0J2E,n.a.
58525,9JLVL12BTZ5XK5N,4
58526,C3P9ZY1WE112MH0,n.a.
58527,2DK65TTAQ9RWGEN,n.a.
58528,0DPQ4NCC1EPBYMJ,5
58529,QHPBZ9CNT3NJV4C,5
58530,QE21CM9JKVCG9RQ,4
58531,GY7PT36UPQZDDCD,7
58532,EP7PL2HBQYP1YH0,n.a.
58533,FB8HMYTNZ40C87Z,6
58534,C8M7MT71FVDDC92,n.a.
58535,O93U7QZWOXAH34J,n.a.
58536,F51ZHTEQN125YQH,5
58537,NXUUP4YC7HVPDLU,n.a.
58538,VL7XEQWRAAAHAVA,7
58539,LFZ7CFD8QRNLVA8,7
58540,I7K3ACZVBKTEY3W,6
58541,5KLOGSHM8QWZK2Z,4
58542,G8FEY4S4XG7UVXY,n.a.
58543,8NKF7XATE9GBWEU,5
58544,62FGXXZUA2MXR1O,4
58545,XLISWU0BHG7WQK4,5
58546,S46GGB7K80CZ5KM,n.a.
58547,HS5VZUT5MNJML5B,5
58548,5557WDNQ4J5YFGJ,n.a.
58549,Y6L2VQL65LCJLI5,4
58550,6M3E0TL1WN1W95U,n.a.
58551,A5ZK47L7YTLLR3T,5
58552,053OW32GJOYKKUH,5
58553,BZVVN8697WKYK8F,n.a.
58554,7KADZ4SZ6MJ4QJQ,6
58555,Q7RPD157ROFYD4C,n.a.
58556,WZJ5Q6XFWNXK6FF,4
58557,YSPA9R9T4P1STX7,4
58558,2MDC35ZGUFMUM0B,6
58559,ILBZ3YM6K6CXF3X,6
58560,0AC5R186GV4F6HR,7
58561,VB48LEJEJY3CB6K,4
58562,Q1XH83B9GBWIAX5,5
58563,QYNDRNYVHE1TBMW,n.a.
58564,9PZXR28KGF3L6U4,n.a.
58565,Q1F2F487GNE86GU,n.a.
58566,3Z73A6MXPBA5KTD,7
58567,554FUH0SN887DFN,4
58568,6MQDHV9GHWFWS6A,n.a.
58569,3G52HWC7K3TG49Q,4
58570,RTG908AHVQLVRB0,6
58571,0BBGMJ3R57TD602,6
58572,YA24KLQJZ4MQZKH,7
58573,MKRPRGFKHYMPW73,6
58574,Z7LXVEN7IP1PRT2,7
58575,G4SI51ZFGEBKK9A,6
58576,5XQ723CAWGH3JH6,n.a.
58577,UHUN99IWXTMZVL3,n.a.
58578,91KOWO75C920RWQ,6
58579,2GJ5EV6M0YYT9Z6,5
58580,6SNFYX1RKP22BGX,6
58581,LBMG194CQUHPUGM,n.a.
58582,HD6G8PJGPL66CRQ,5
58583,RN377SZFULXJI4Z,5
58584,R5LTV0Q8MPXGL9Q,7
58585,WEW7LBA8EXF4JL3,n.a.
58586,SQ34VYT7B9O19R9,7
58587,Z1WPFEAHNN43D0M,n.a.
58588,WAV0FRUYAEF0XKA,n.a.
58589,JPJIM2ANK6XS1OK,5
58590,0BVPXLY4F0SOSC9,5
58591,DXJXJGXFBGPR9WL,n.a.
58592,C8FRYTJLL2VFYXV,4
58593,7TAHMKMMQ82KFTD,6
58594,BLPTTZMAKHF5NUN,6
58595,1XYO8KITHSRL119,5
58596,MB5BKJ8EI89DBVX,n.a.
58597,YJ5QK1TTDHKFLAG,n.a.
58598,78RD2DBK0PJT70N,6
58599,X6276HR156JEC62,n.a.
58600,X6WL9SJ633ZGLS2,6
58601,AX8H9RCAL1LUMO6,5
58602,5OC4L3HL5MGC573,6
58603,JUXWQOHDXP623ST,7
58604,JJH17L02XSTWCUZ,5
58605,8GVME69S1LK8OKK,n.a.
58606,FQBKYCNZABVUT1D,n.a.
58607,EC687RYD8R7LCUJ,7
58608,2OT79JC3G9K87SR,n.a.
58609,DUXDKBAX59VYT8E,n.a.
58610,EGNC6GUD9JTA3DH,6
58611,25HFBNCQLBLHD8E,7
58612,POPEC64YE63BMPP,n.a.
58613,A3CENXACRLG35AM,7
58614,K9FGQPLQWJBQ6PJ,6
58615,85L3FKXXTZ5M8R3,n.a.
58616,KCE5X4LYQ6KKY16,n.a.
58617,PL9QRA2WMJBQ1JB,n.a.
58618,74M1UIHXOS818PT,5
58619,GY6GHA60LLYZASK,n.a.
58620,M9YSTLHIV2SBPL9,n.a.
58621,UK6V50DA551XORC,5
58622,7VQKZT7FQP35UQ9,n.a.
58623,QTTYJOZI4SLHTC1,5
58624,ZVPWUKAL289HNHK,5
58625,18JBUJ5PM3JQ4ZD,7
58626,YP01Q4NXEGSRG8F,7
58627,MC88XWY2IYBZ1YU,n.a.
58628,8GLWEUMWE01G8OR,6
58629,WJNPR63BRUTHCSY,6
58630,GABX4EXHVGX3V4R,n.a.
58631,ZWRJ5XN01YKL8ZU,n.a.
58632,XHOC7F7R8R6MGN8,n.a.
58633,D1089XBZTD2M24G,7
58634,S2S94HOYH0OUZ5W,6
58635,1Y07KJZ3JOYZHLE,5
58636,CZPLXBN5ITEE3XS,6
58637,C2N856561249KAZ,5
58638,F5F93JZ9P37G5KP,6
58639,9ZFZFWUSXA7UXZR,n.a.
58640,E30WAYBRIAUIXIK,6
58641,77ZYO66ZBAV8Z9U,5
